Ticker,Description,Exchange,Market Capitalization,Sector
ET,Energy Transfer LP,NYSE,28548921532.70104,Industrial Services
ETAC,E.Merge Technology Acquisition Corp.,NASDAQ,747522042.1719552,Finance
ETH,Ethan Allen Interiors Inc.,NYSE,654612552.7762624,Consumer Durables
ETN,"Eaton Corporation, PLC",NYSE,55495108099.84602,Producer Manufacturing
ETNB,"89bio, Inc.",NASDAQ,382749918.5386221,Health Technology
ETON,"Eton Pharmaceuticals, Inc.",NASDAQ,146555543.37480065,Health Technology
ETR,Entergy Corporation,NYSE,20746233340.273758,Utilities
ETRN,Equitrans Midstream Corporation,NYSE,3823282258.7326736,Industrial Services
ETSY,"Etsy, Inc.",NASDAQ,21584563470.935272,Commercial Services
ETTX,Entasis Therapeutics Holdings Inc.,NASDAQ,131522506.88475835,Health Technology
ETWO,"E2open Parent Holdings, Inc.",NYSE,2826557203.032415,Finance
EURN,Euronav NV,NYSE,1817118560.188056,Transportation
EVA,"Enviva Partners, LP",NYSE,2181794279.0839105,Process Industries
EVBG,"Everbridge, Inc.",NASDAQ,4831435764.941366,Technology Services
EVC,Entravision Communications Corporation,NYSE,448732878.6182494,Consumer Services
EVER,"EverQuote, Inc.",NASDAQ,977456623.2844009,Technology Services
EVGN,Evogene Ltd.,NASDAQ,147511946.30199668,Health Technology
EVH,"Evolent Health, Inc",NYSE,1714272983.0557506,Commercial Services
EVK,"Ever-Glory International Group, Inc.",NASDAQ,43543340.81850534,Consumer Non-Durables
EVLO,"Evelo Biosciences, Inc.",NASDAQ,878000383.4759035,Health Technology
EVOL,"Evolving Systems, Inc.",NASDAQ,26776203.092105262,Technology Services
EVOP,"EVO Payments, Inc.",NASDAQ,2251895786.7659574,Commercial Services
EVR,Evercore Inc.,NYSE,5242824042.871603,Finance
EVRG,"Evergy, Inc.",NYSE,14338390311.282877,Utilities
EVRI,Everi Holdings Inc.,NYSE,1869068236.1234338,Consumer Services
EVTC,"Evertec, Inc.",NYSE,3084983782.6288424,Technology Services
EW,Edwards Lifesciences Corporation,NYSE,62605038768.34074,Health Technology
EWBC,"East West Bancorp, Inc.",NASDAQ,9399869103.576935,Finance
EXAS,Exact Sciences Corporation,NASDAQ,21704589660.72687,Health Technology
EXC,Exelon Corporation,NASDAQ,43533156582.694565,Utilities
EXEL,"Exelixis, Inc.",NASDAQ,7023007043.646183,Health Technology
EXFO,EXFO Inc - Subordinate Voting Shares,NASDAQ,343964222.2520107,Electronic Technology
EXK,Endeavour Silver Corporation,NYSE,1098656605.8658538,Non-Energy Minerals
EXLS,"ExlService Holdings, Inc.",NASDAQ,3537477967.6018133,Technology Services
EXP,Eagle Materials Inc,NYSE,5765841157.838859,Non-Energy Minerals
EXPD,"Expeditors International of Washington, Inc.",NASDAQ,20367630165.5847,Transportation
EXPE,"Expedia Group, Inc.",NASDAQ,23945921355.518383,Consumer Services
EXPI,"eXp World Holdings, Inc.",NASDAQ,5055625161.841003,Finance
EXPO,"Exponent, Inc.",NASDAQ,4485694968.862027,Industrial Services
EXPR,"Express, Inc.",NYSE,301663978.45161283,Retail Trade
EXTN,Exterran Corporation,NYSE,156776306.03131115,Industrial Services
EXTR,"Extreme Networks, Inc.",NASDAQ,1312280145.0081153,Electronic Technology
EYE,"National Vision Holdings, Inc.",NASDAQ,3851354049.5929017,Retail Trade
EYEN,"Eyenovia, Inc.",NASDAQ,138327463.9483395,Health Technology
EYES,"Second Sight Medical Products, Inc.",NASDAQ,181409469.42857143,Health Technology
EYPT,"EyePoint Pharmaceuticals, Inc.",NASDAQ,274481089.234375,Health Technology
EZGO,EZGO Technologies Ltd.,NASDAQ,51734040.87373737,Consumer Services
EZPW,"EZCORP, Inc.",NASDAQ,359633668.8000001,Finance
F,Ford Motor Company,NYSE,57958680755.95938,Consumer Durables
FAF,First American Corporation (New),NYSE,6764445339.027489,Finance
FANG,"Diamondback Energy, Inc. - Commmon Stock",NASDAQ,15598353710.303602,Energy Minerals
FARM,Farmer Brothers Company,NASDAQ,197118577.93630573,Consumer Non-Durables
FARO,"FARO Technologies, Inc.",NASDAQ,1391516572.2169812,Electronic Technology
FAST,Fastenal Company,NASDAQ,29124844221.927235,Distribution Services
FATE,"Fate Therapeutics, Inc.",NASDAQ,7544489472.014845,Health Technology
FB,"Facebook, Inc.",NASDAQ,934739363690.1716,Technology Services
FBC,"Flagstar Bancorp, Inc.",NYSE,2251481230.6609564,Finance
FBHS,"Fortune Brands Home & Security, Inc.",NYSE,13255863096.26193,Producer Manufacturing
FBIO,"Fortress Biotech, Inc.",NASDAQ,340617319.5833333,Health Technology
FBK,FB Financial Corporation,NYSE,1750934359.3985133,Finance
FBNC,First Bancorp,NASDAQ,1187156416.6920028,Finance
FBP,First BanCorp. New,NYSE,2494660050.8922057,Finance
FBRX,"Forte Biosciences, Inc.",NASDAQ,526686707.3813452,Health Technology
FC,Franklin Covey Company,NYSE,445445895.5456521,Commercial Services
FCAC,Falcon Capital Acquisition Corp.,NASDAQ,429956230.0200401,Finance
FCAX,Fortress Capital Acquisition Corp.,NYSE,489499996.01627666,Finance
FCBP,First Choice Bancorp,NASDAQ,354816512.9032258,Finance
FCEL,"FuelCell Energy, Inc.",NASDAQ,2837959096.079735,Electronic Technology
FCF,First,NYSE,1324805362.3188202,Finance
FCFS,"FirstCash, Inc.",NASDAQ,3308041480.7366576,Finance
FCN,"FTI Consulting, Inc.",NYSE,4684208351.866943,Commercial Services
FCNCA,"First Citizens BancShares, Inc.",NASDAQ,7865658341.4227705,Finance
FCRD,"First Eagle Alternative Capital BDC, Inc.",NASDAQ,134588949.8475336,Finance
FCX,"Freeport-McMoRan, Inc.",NYSE,51234821091.37297,Non-Energy Minerals
FDMT,"4D Molecular Therapeutics, Inc.",NASDAQ,661690442.0260354,Health Technology
FDP,"Fresh Del Monte Produce, Inc.",NYSE,1538854109.383578,Consumer Non-Durables
FDS,FactSet Research Systems Inc.,NYSE,12314825411.975712,Technology Services
FDUS,Fidus Investment Corporation,NASDAQ,408348972.9433174,Finance
FDX,FedEx Corporation,NYSE,75707401777.84637,Transportation
FE,FirstEnergy Corp.,NYSE,20195024424.128582,Utilities
FELE,"Franklin Electric Co., Inc.",NASDAQ,3567701456.370268,Producer Manufacturing
FENC,Fennec Pharmaceuticals Inc.,NASDAQ,169798624.5214724,Health Technology
FET,"Forum Energy Technologies, Inc.",NYSE,130040521.90804598,Industrial Services
FEYE,"FireEye, Inc.",NASDAQ,4911974817.238806,Technology Services
FF,FutureFuel Corp.,NYSE,419497671.40488297,Process Industries
FFBC,First Financial Bancorp.,NASDAQ,2294871324.7762356,Finance
FFIC,Flushing Financial Corporation,NASDAQ,648502499.6645219,Finance
FFIN,"First Financial Bankshares, Inc.",NASDAQ,6629086981.386949,Finance
FFIV,"F5 Networks, Inc.",NASDAQ,10939927921.740221,Electronic Technology
FFWM,First Foundation Inc.,NASDAQ,981803281.4764985,Finance
FGEN,"FibroGen, Inc",NASDAQ,2483777092.3879805,Health Technology
FGNA,FG New America Acquisition Corp.,NYSE,308152263.2735294,Finance
FHB,"First Hawaiian, Inc.",NASDAQ,3522632811.334285,Finance
FHI,"Federated Hermes, Inc.",NYSE,3224464643.36902,Finance
FHN,First Horizon Corporation,NYSE,9246749160.400703,Finance
FHTX,Foghorn Therapeutics Inc.,NASDAQ,383199266,Health Technology
FI,Frank's International N.V.,NYSE,733233971.776435,Industrial Services
FIBK,"First Interstate BancSystem, Inc.",NASDAQ,2568868637.4264708,Finance
FICO,Fair Isaac Corproation,NYSE,14456059164.546053,Technology Services
FIII,Forum Merger III Corporation,NASDAQ,319272651,Finance
FINM,Marlin Technology Corporation,NASDAQ,488879993.99380803,Finance
FIS,"Fidelity National Information Services, Inc.",NYSE,89186453517.45265,Technology Services
FISV,"Fiserv, Inc.",NASDAQ,71717713093.46172,Technology Services
FITB,Fifth Third Bancorp,NASDAQ,25983388857.760445,Finance
FIVE,"Five Below, Inc.",NASDAQ,10259104290.718988,Retail Trade
FIVN,"Five9, Inc.",NASDAQ,12288986857.427168,Technology Services
FIX,"Comfort Systems USA, Inc.",NYSE,2802682558.2188306,Industrial Services
FIXX,"Homology Medicines, Inc.",NASDAQ,391595935.7410468,Health Technology
FIZZ,National Beverage Corp.,NASDAQ,4269460548.888889,Consumer Non-Durables
FKWL,Franklin Wireless Corp.,NASDAQ,100140031.18942733,Electronic Technology
FL,"Foot Locker, Inc.",NYSE,5927914501.72902,Retail Trade
FLDM,Fluidigm Corporation,NASDAQ,442280793.34420884,Health Technology
FLEX,Flex Ltd.,NASDAQ,8254283403.889333,Electronic Technology
FLGT,"Fulgent Genetics, Inc.",NASDAQ,2245583055.536795,Health Services
FLIC,The First of Long Island Corporation,NASDAQ,489240619.14377296,Finance
FLL,"Full House Resorts, Inc.",NASDAQ,318579531.40923077,Consumer Services
FLMN,Falcon Minerals Corporation,NASDAQ,424147634.31041265,Energy Minerals
FLNG,FLEX LNG Ltd.,NYSE,768724973.4994248,Energy Minerals
FLNT,"Fluent, Inc.",NASDAQ,222123207.24657533,Technology Services
FLO,"Flowers Foods, Inc.",NYSE,5024081434.65926,Consumer Non-Durables
FLOW,"SPX FLOW, Inc.",NYSE,2581063057.262906,Producer Manufacturing
FLR,Fluor Corporation,NYSE,2402772319.3960514,Industrial Services
FLS,Flowserve Corporation,NYSE,5221730254.102298,Producer Manufacturing
FLT,"FleetCor Technologies, Inc.",NYSE,21670886535.209126,Commercial Services
FLUX,"Flux Power Holdings, Inc.",NASDAQ,150019012.39708558,Consumer Services
FLWS,"1-800-FLOWERS.COM, Inc.",NASDAQ,2283174121.171086,Retail Trade
FLXN,"Flexion Therapeutics, Inc.",NASDAQ,457469382.1568206,Health Technology
FMAC,FirstMark Horizon Acquisition Corp.,NYSE,516465000.99501497,Finance
FMBI,"First Midwest Bancorp, Inc.",NASDAQ,2272908258.441379,Finance
FMC,FMC Corporation,NYSE,14439331087.950848,Process Industries
FMNB,Farmers National Banc Corp.,NASDAQ,480110387.8203309,Finance
FMTX,"Forma Therapeutics Holdings, Inc.",NASDAQ,1231215394.440631,Health Technology
FN,Fabrinet,NYSE,3362675627.415335,Electronic Technology
FNB,F.N.B. Corporation,NYSE,3781522560.4176188,Finance
FNCH,"Finch Therapeutics Group, Inc.",NASDAQ,758722917.0547514,Health Services
FND,"Floor & Decor Holdings, Inc.",NYSE,9939343946.94479,Retail Trade
FNF,"FNF Group of Fidelity National Financial, Inc.",NYSE,12570898406.602703,Finance
FNHC,FedNat Holding Company,NASDAQ,68785740.35885169,Finance
FNKO,"Funko, Inc.",NASDAQ,1053874377.016791,Consumer Durables
FNV,Franco-Nevada Corporation,NYSE,27751878349.902664,Non-Energy Minerals
FOA,Finance of America Companies Inc.,NYSE,497728134.97460705,Finance
FOCS,Focus Financial Partners Inc.,NASDAQ,3839690119.742673,Finance
FOE,Ferro Corporation,NYSE,1773947195.671309,Process Industries
FOLD,"Amicus Therapeutics, Inc.",NASDAQ,2641980272.394118,Health Technology
FOR,Forestar Group Inc,NYSE,1014918409.6372361,Finance
FORA,Forian Inc.,NASDAQ,,Technology Services
FORD,"Forward Industries, Inc.",NASDAQ,29858297.196261685,Consumer Durables
FORM,"FormFactor, Inc.",NASDAQ,2608899464.8929696,Electronic Technology
FOSL,"Fossil Group, Inc.",NASDAQ,643207170.9406713,Consumer Durables
FOUR,"Shift4 Payments, Inc.",NYSE,8072829981.957465,Commercial Services
FOX,Fox Corporation,NASDAQ,21324257431.02878,Consumer Services
FOXA,Fox Corporation,NASDAQ,21394527228.737823,Consumer Services
FOXF,Fox Factory Holding Corp.,NASDAQ,5930388008.461067,Consumer Durables
FPAC,Far Peak Acquisition Corporation,NYSE,677970003.0030895,Finance
FPAY,"FlexShopper, Inc.",NASDAQ,59223368.4516129,Finance
FPH,"Five Point Holdings, LLC",NYSE,1190045917.2451363,Finance
FRBA,First Bank,NASDAQ,263040565.1841155,Finance
FRBK,"Republic First Bancorp, Inc.",NASDAQ,251388894.84745762,Finance
FRC,FIRST REPUBLIC BANK,NYSE,31387730289.470203,Finance
FRD,Friedman Industries Inc.,NYSE ARCA,95646007.9790311,Producer Manufacturing
FREE,"Whole Earth Brands, Inc.",NASDAQ,499930914.4782609,Consumer Non-Durables
FREQ,"Frequency Therapeutics, Inc.",NASDAQ,341164980.561144,Health Technology
FRG,"Franchise Group, Inc.",NASDAQ,1416693752.0516095,Commercial Services
FRGI,"Fiesta Restaurant Group, Inc.",NASDAQ,343254982.5198172,Consumer Services
FRHC,Freedom Holding Corp.,NASDAQ,3608925456.9785714,Finance
FRME,First Merchants Corporation,NASDAQ,2256963070.9864764,Finance
FRO,Frontline Ltd.,NYSE,1617123148.8881035,Transportation
FROG,JFrog Ltd.,NASDAQ,4375662951.030514,Technology Services
FRPT,"Freshpet, Inc.",NASDAQ,6940645596.180174,Consumer Non-Durables
FRST,Primis Financial Corp.,NASDAQ,370409328.96262884,Finance
FRTA,"Forterra, Inc.",NASDAQ,1568467707.7862334,Non-Energy Minerals
FRX,Forest Road Acquisition Corp.,NYSE,374625008.982018,Finance
FSBC,Five Star Bancorp,NASDAQ,446829685.7706119,Finance
FSI,Flexible Solutions International Inc.,NYSE ARCA,44336685.54016621,Process Industries
FSK,FS KKR Capital Corp.,NYSE,6244347341.667411,Finance
FSLR,"First Solar, Inc.",NASDAQ,8182821320.945753,Electronic Technology
FSLY,"Fastly, Inc.",NYSE,6590272068.69848,Technology Services
FSM,Fortuna Silver Mines Inc,NYSE,1082251040.369565,Non-Energy Minerals
FSR,Fisker Inc.,NYSE,5214047983.240589,Consumer Durables
FSS,Federal Signal Corporation,NYSE,2336772667.671931,Producer Manufacturing
FSSI,Fortistar Sustainable Solutions Corp.,NASDAQ,305549994,Finance
FST,FAST Acquisition Corp.,NYSE,314750005.0159362,Finance
FSTR,L.B. Foster Company,NASDAQ,186278263.52101323,Producer Manufacturing
FSTX,"F-star Therapeutics, Inc.",NASDAQ,180490495.54960978,Health Technology
FTAI,Fortress Transportation and Infrastructure Investors LLC,NYSE,2842084822.3852677,Finance
FTCH,Farfetch Limited,NYSE,18125376821.25323,Technology Services
FTCV,FinTech Acquisition Corp. V,NASDAQ,397590934.97043914,Finance
FTDR,"frontdoor, inc.",NASDAQ,4297107667.611611,Consumer Durables
FTEK,"Fuel Tech, Inc.",NASDAQ,73843647.16814159,Industrial Services
FTFT,Future FinTech Group Inc.,NASDAQ,265393187.29120874,Consumer Non-Durables
FTHM,Fathom Holdings Inc.,NASDAQ,496950497.7305128,Technology Services
FTI,TechnipFMC plc,NYSE,3938840632.3,Industrial Services
FTIV,FinTech Acquisition Corp. IV,NASDAQ,377760004.9668874,Finance
FTNT,"Fortinet, Inc.",NASDAQ,38160803156.967674,Electronic Technology
FTOC,FTAC Olympus Acquisition Corp.,NASDAQ,960849223.7425151,Finance
FTS,Fortis Inc.,NYSE,21338923208.00281,Utilities
FTSI,"FTS International, Inc.",NYSE ARCA,360241733.51167315,Industrial Services
FTV,Fortive Corporation,NYSE,23341336204.235256,Electronic Technology
FUBO,fuboTV Inc.,NYSE,4110030444.512699,Consumer Services
FUL,H. B. Fuller Company,NYSE,3443637733.9238696,Process Industries
FULC,"Fulcrum Therapeutics, Inc.",NASDAQ,280717718.89498246,Health Technology
FULT,Fulton Financial Corporation,NASDAQ,2515514946.1297097,Finance
FUN,"Cedar Fair, L.P.",NYSE,2544813752.9150534,Consumer Services
FUSE,Fusion Acquisition Corp.,NYSE,434437492.0160804,Finance
FUSN,Fusion Pharmaceuticals Inc.,NASDAQ,357909031.0978261,Health Technology
FUV,"Arcimoto, Inc.",NASDAQ,526725785.5024255,Consumer Durables
FVE,Five Star Senior Living Inc.,NASDAQ,174217142.11438477,Health Services
FVRR,Fiverr International Ltd.,NYSE,8125245148.209498,Technology Services
FVT,Fortress Value Acquisition Corp. III,NYSE,288937505,Finance
FWAA,Fifth Wall Acquisition Corp. I,NASDAQ,494732022.1184918,Finance
FWONA,Liberty Media Corporation - Series A Liberty Formula One,NASDAQ,25964374393.152798,Consumer Services
FWONK,Liberty Media Corporation - Series C Liberty Formula One,NASDAQ,26152763190.04049,Consumer Services
FWRD,Forward Air Corporation,NASDAQ,2394967322.405079,Transportation
G,Genpact Limited,NYSE,8329958012.774194,Commercial Services
GAIA,"Gaia, Inc.",NASDAQ,205462128.9230769,Commercial Services
GAIN,Gladstone Investment Corporation - Business Development Company,NASDAQ,461549853.87165016,Finance
GALT,Galectin Therapeutics Inc.,NASDAQ,181255733.71084338,Health Technology
GAME,"Engine Media Holdings, Inc.",NASDAQ,127414807.61538461,Technology Services
GAN,GAN Limited,NASDAQ,743132614.4933484,Technology Services
GANX,"Gain Therapeutics, Inc.",NASDAQ,107839887.86609071,Health Technology
GASS,"StealthGas, Inc.",NASDAQ,105246457.08591063,Transportation
GATO,"Gatos Silver, Inc.",NYSE,1112731539.9091415,Non-Energy Minerals
GATX,GATX Corporation,NYSE,3109890207.7107496,Finance
GBCI,"Glacier Bancorp, Inc.",NASDAQ,5071361188.144716,Finance
GBDC,"Golub Capital BDC, Inc.",NASDAQ,2555439663.575835,Finance
GBIO,Generation Bio Co.,NASDAQ,1378460992.715847,Health Technology
GBOX,Greenbox POS,NASDAQ,652637394.2665408,Technology Services
GBR,"New Concept Energy, Inc",NYSE ARCA,27815082.91764706,Energy Minerals
GBS,GBS Inc.,NASDAQ,55100444.918981485,Health Services
GBT,"Global Blood Therapeutics, Inc.",NASDAQ,2281453881.516311,Health Technology
GBX,"Greenbrier Companies, Inc. (The)",NYSE,1431503830.8935938,Producer Manufacturing
GCI,"Gannett Co., Inc.",NYSE,772386821.2192514,Consumer Services
GCMG,GCM Grosvenor Inc.,NASDAQ,1952731362.6646998,Finance
GCO,Genesco Inc.,NYSE,825267885.4872441,Distribution Services
GCP,GCP Applied Technologies Inc.,NYSE,1636660415.3197517,Process Industries
GD,General Dynamics Corporation,NYSE,52322976613.756134,Electronic Technology
GDDY,GoDaddy Inc.,NYSE,14395811572.084412,Technology Services
GDEN,"Golden Entertainment, Inc.",NASDAQ,1244074689.51971,Consumer Services
GDOT,Green Dot Corporation,NYSE,2677950663.4552436,Finance
GDP,Goodrich Petroleum Corporation,NYSE ARCA,157208874.0894378,Energy Minerals
GDRX,"GoodRx Holdings, Inc.",NASDAQ,14786524518.20032,Technology Services
GDYN,"Grid Dynamics Holdings, Inc.",NASDAQ,921476332.1651325,Technology Services
GE,General Electric Company,NYSE,112191027187.5,Producer Manufacturing
GECC,Great Elm Capital Corp.,NASDAQ,79692906.48,Finance
GEF,Greif Inc.,NYSE,2929614149.3405576,Process Industries
GEG,"Great Elm Group, Inc.",NASDAQ,63840666.12244898,Finance
GEL,"Genesis Energy, L.P.",NYSE,1322629648.997319,Industrial Services
GENI,Genius Sports Limited,NYSE,3213222578.076303,Finance
GES,"Guess?, Inc.",NYSE,1630885436.5388994,Consumer Non-Durables
GEVO,"Gevo, Inc.",NASDAQ,1537646528.1314793,Process Industries
GFF,Griffon Corporation,NYSE,1427857883.8734179,Producer Manufacturing
GFL,"GFL Environmental Inc. Subordinate voting shares, no par value",NYSE,10978946166.909891,Industrial Services
GFX,Golden Falcon Acquisition Corp.,NYSE,420900010.00000006,Finance
GGG,Graco Inc.,NYSE,12060387830.993706,Producer Manufacturing
GH,"Guardant Health, Inc.",NASDAQ,12154780468.933624,Health Services
GHL,"Greenhill & Co., Inc.",NYSE,284977251.62601626,Finance
GHVI,"Gores Holdings VI, Inc.",NASDAQ,627899984.0982935,Finance
GIB,CGI Inc.,NYSE,22077972709.3443,Technology Services
GIFI,"Gulf Island Fabrication, Inc.",NASDAQ,69520951.86740331,Producer Manufacturing
GIG,"GigCapital4, Inc.",NASDAQ,452144062.99898267,Finance
GIGM,GigaMedia Limited,NASDAQ,31719916.924137935,Consumer Durables
GIII,"G-III Apparel Group, LTD.",NASDAQ,1518063783.0974388,Consumer Non-Durables
GIL,"Gildan Activewear, Inc.",NYSE,6798205727.281048,Consumer Non-Durables
GILD,"Gilead Sciences, Inc.",NASDAQ,83540804796.75275,Health Technology
GILT,Gilat Satellite Networks Ltd.,NASDAQ,557154669.2629521,Electronic Technology
GIS,"General Mills, Inc.",NYSE,36451881135.150246,Consumer Non-Durables
GKOS,Glaukos Corporation,NYSE,3790461826.1840663,Health Technology
GL,Globe Life Inc.,NYSE,9506672517.732647,Finance
GLAD,Gladstone Capital Corporation,NASDAQ,371149742.32017547,Finance
GLBS,Globus Maritime Limited,NASDAQ,53494669.76494025,Transportation
GLDD,Great Lakes Dredge & Dock Corporation,NASDAQ,909798603.2827783,Industrial Services
GLEO,Galileo Acquisition Corp.,NYSE,174000000.00000003,Finance
GLMD,Galmed Pharmaceuticals Ltd.,NASDAQ,74248387.0886076,Health Technology
